# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  30411.000000  30632.000000  3166.164731  0.496293  0.503707  48.451232  32.261751  0.040763  16812.151722  0.000734
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             4.895078        5.759401        0.483682        0.520009
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           509.115788      508.160553        6.636010        6.647692
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           513.052899      514.768043        7.292719        7.286237
  TTWJetsToLNu                                        Bkg            22.234207       22.615839        0.298584        0.301486
  TTWJetsToQQ                                         Bkg            18.403913       21.108418        1.212245        1.275202
  TTZToLLNuNu                                         Bkg            16.136495       16.542873        0.232929        0.234912
  TTZToQQ                                             Bkg            25.406980       25.470380        0.190703        0.190846
  TTbar_AllHadronic                                   Bkg             0.490258        0.550821        0.199875        0.192257
  TTbar_SemiLeptonic                                  Bkg           329.375823      323.817464        4.074572        4.030282
  TTbar_Signal                                        Signal      30488.362419    30537.055105       33.870130       33.897233
  WJetsToLNu                                          Bkg             0.000000       40.895298        0.000000       40.895298
  WW                                                  Bkg            11.221043       13.642336        1.133927        1.334436
  WZ                                                  Bkg             1.527840        1.949005        0.429906        0.445235
  ZZ                                                  Bkg             2.487333        0.687062        0.770297        0.349785

# ===== O10 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O10  30501.000000  30542.000000  3166.164731  0.493656  0.506344  25.862810  52.148418  0.040763  16812.151722  0.000005
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg             0.000000      -10.275409        0.000000       10.275409
  DYJetsToLL_M_50                                     Bkg           106.136029      108.907092       23.476158       28.688183
  Data                                                Data        30501.000000    30542.000000      174.645355      174.762696
  ST_s-channel_4f_leptonDecays                        Bkg             2.238440        1.410677        0.363705        0.346096
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             3.577757        3.854995        0.418352        0.461377
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             5.654771        4.999708        0.514650        0.489380
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           504.688592      512.587749        6.603612        6.679876
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           514.263333      513.557608        7.300144        7.278798
  TTWJetsToLNu                                        Bkg            22.567455       22.282592        0.299544        0.300531
  TTWJetsToQQ                                         Bkg            19.667890       19.844441        1.259634        1.228414
  TTZToLLNuNu                                         Bkg            16.371300       16.308068        0.232693        0.235146
  TTZToQQ                                             Bkg            25.490805       25.386554        0.190780        0.190769
  TTbar_AllHadronic                                   Bkg             0.805932        0.235147        0.245099        0.129766
  TTbar_SemiLeptonic                                  Bkg           326.379958      326.813329        4.056720        4.048251
  TTbar_Signal                                        Signal      30512.855212    30512.562313       33.883614       33.883755
  WJetsToLNu                                          Bkg             0.000000       40.895298        0.000000       40.895298
  WW                                                  Bkg            12.240866       12.622514        1.248667        1.227738
  WZ                                                  Bkg             1.699581        1.777264        0.430488        0.444672
  ZZ                                                  Bkg             1.213605        1.960790        0.504497        0.679109

# ===== O11 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O11  30493.000000  30550.000000  3166.164731  0.500597  0.499403  28.274701  50.881075  0.040763  16812.151722  -0.000117
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg             0.000000      -10.275409        0.000000       10.275409
  DYJetsToLL_M_50                                     Bkg           127.976510       87.066611       26.103916       26.319715
  Data                                                Data        30493.000000    30550.000000      174.622450      174.785583
  ST_s-channel_4f_leptonDecays                        Bkg             2.149739        1.499378        0.348040        0.361846
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             3.813582        3.619170        0.437180        0.443577
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             5.137192        5.517287        0.481808        0.521746
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           502.889828      514.386514        6.589883        6.693420
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           513.704278      514.116663        7.308466        7.270442
  TTWJetsToLNu                                        Bkg            22.535370       22.314677        0.299167        0.300907
  TTWJetsToQQ                                         Bkg            20.895046       18.617285        1.248429        1.239800
  TTZToLLNuNu                                         Bkg            16.408570       16.270798        0.235123        0.232716
  TTZToQQ                                             Bkg            25.565864       25.311495        0.190785        0.190764
  TTbar_AllHadronic                                   Bkg             0.324635        0.716444        0.161409        0.225522
  TTbar_SemiLeptonic                                  Bkg           327.164118      326.029169        4.065660        4.039272
  TTbar_Signal                                        Signal      30509.151950    30516.265574       33.880758       33.886610
  WJetsToLNu                                          Bkg             0.000000       40.895298        0.000000       40.895298
  WW                                                  Bkg            12.476745       12.386635        1.280860        1.194114
  WZ                                                  Bkg             1.772760        1.704085        0.462839        0.410893
  ZZ                                                  Bkg             2.157133        1.017261        0.713751        0.454166

# ===== O12 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O12  30454.000000  30589.000000  3166.164731  0.511058  0.488942  51.721958  26.705459  0.040763  16812.151722  -0.000554
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           -10.275409        0.000000       10.275409        0.000000
  DYJetsToLL_M_50                                     Bkg           115.508453       99.534668       27.890148       24.418875
  Data                                                Data        30454.000000    30589.000000      174.510745      174.897113
  ST_s-channel_4f_leptonDecays                        Bkg             1.483568        2.165549        0.362068        0.347809
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             3.643516        3.789236        0.454718        0.425580
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             5.485459        5.169020        0.496054        0.508220
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           514.594720      502.681621        6.695552        6.587717
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           518.274253      509.546688        7.312662        7.266222
  TTWJetsToLNu                                        Bkg            22.131894       22.718152        0.300564        0.299511
  TTWJetsToQQ                                         Bkg            20.155919       19.356412        1.227051        1.260961
  TTZToLLNuNu                                         Bkg            16.291380       16.387988        0.235244        0.232593
  TTZToQQ                                             Bkg            25.382872       25.494487        0.190872        0.190676
  TTbar_AllHadronic                                   Bkg             0.277102        0.763977        0.136380        0.241482
  TTbar_SemiLeptonic                                  Bkg           326.936330      326.256957        4.042637        4.062313
  TTbar_Signal                                        Signal      30495.804160    30529.613364       33.871952       33.895413
  WJetsToLNu                                          Bkg            40.895298        0.000000       40.895298        0.000000
  WW                                                  Bkg            13.081981       11.781398        1.265531        1.210347
  WZ                                                  Bkg             1.955408        1.521437        0.462222        0.411588
  ZZ                                                  Bkg             2.271185        0.903210        0.732932        0.422513

# ===== O13 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O13  30585.000000  30458.000000  3166.164731  0.502795  0.497205  30.473613  49.595377  0.040763  16812.151722  -0.000591
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           -10.275409        0.000000       10.275409        0.000000
  DYJetsToLL_M_50                                     Bkg           132.261648       82.781473       26.536577       25.883429
  Data                                                Data        30585.000000    30458.000000      174.885677      174.522205
  ST_s-channel_4f_leptonDecays                        Bkg             1.802770        1.846347        0.361852        0.348034
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             3.634829        3.797923        0.427648        0.452774
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             6.020233        4.634246        0.522187        0.481330
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           510.694672      506.581670        6.640576        6.643130
