# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  7523.000000  7387.000000  1138.995350  0.497861  0.502139  58.018544  55.054988  0.009047  19520.000000  -0.000572
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           133.765822      130.690593        3.964390        3.927058
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           130.325241      128.982549        3.849103        3.818013
  TTWJetsToLNu                                        Bkg             5.574379        5.650651        0.166220        0.165041
  TTWJetsToQQ                                         Bkg             4.659930        4.682667        0.674953        0.689178
  TTZToLLNuNu                                         Bkg             4.669566        5.064384        0.130909        0.133635
  TTZToQQ                                             Bkg             6.866885        6.696261        0.083845        0.083093
  TTbar_AllHadronic                                   Bkg             0.000000        0.064831        0.000000        0.064831
  TTbar_SemiLeptonic                                  Bkg            41.871655       40.347380        1.517035        1.480832
  TTbar_Signal                                        Signal       7864.938281     7860.768768       18.996794       18.994285
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             4.546454        2.108439        1.096130        0.711552

# ===== O6 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O6  7432.000000  7478.000000  1138.995350  0.514969  0.485031  55.018564  58.053085  0.009047  19520.000000  -0.000532
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg            45.080712       -6.224046       41.024094       43.964034
  DYJetsToLL_M_50                                     Bkg           214.234972      226.740975       36.196243       37.460239
  Data                                                Data         7432.000000     7478.000000       86.209048       86.475430
  ST_s-channel_4f_leptonDecays                        Bkg             0.104918        0.151741        0.150431        0.119084
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             0.487367        0.385274        0.194236        0.147953
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             0.775236        0.690515        0.196608        0.215329
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           132.224924      132.231491        3.947519        3.944016
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           127.469892      131.837898        3.807707        3.859299
  TTWJetsToLNu                                        Bkg             5.764633        5.460398        0.166585        0.164673
  TTWJetsToQQ                                         Bkg             4.159736        5.182860        0.687101        0.677068
  TTZToLLNuNu                                         Bkg             4.880517        4.853432        0.131326        0.133225
  TTZToQQ                                             Bkg             6.764414        6.798731        0.083574        0.083366
  TTbar_AllHadronic                                   Bkg             0.000000        0.064831        0.000000        0.064831
  TTbar_SemiLeptonic                                  Bkg            41.086341       41.132694        1.501641        1.496440
  TTbar_Signal                                        Signal       7858.669839     7867.037210       18.991528       18.999550
  WJetsToLNu                                          Bkg             0.000000        0.000000        0.000000        0.000000
  ZZ                                                  Bkg             3.513620        3.141273        0.968829        0.877028

# ===== O7 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O7  7420.000000  7490.000000  1138.995350  0.505132  0.494868  55.030248  58.042010  0.009047  19520.000000  0.000714
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg            23.046335       15.810331       40.960700       44.023103
  DYJetsToLL_M_50                                     Bkg           226.747587      214.228360       36.290049       37.369371
