# ===== O1 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O1  56479.000000  56430.000000  7787.629949  0.486455  0.513545  118.206549  146.773308  0.067447  19520.000000  0.000619
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  WZ                                                  Bkg             3.519153        6.560535        0.664587        0.913946
  ZZ                                                  Bkg            11.326938        9.402296        1.733990        1.529696

# ===== O9 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O9  56327.000000  56582.000000  7787.629949  0.493057  0.506943  150.139513  113.900478  0.067447  19520.000000  -0.001768
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           215.120067      325.231485       84.195713       85.650523
  DYJetsToLL_M_50                                     Bkg           704.854493      826.813558       70.967387       73.236114
  Data                                                Data        56327.000000    56582.000000      237.333099      237.869712
  ST_s-channel_4f_leptonDecays                        Bkg             3.311914        3.283761        0.482298        0.500887
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             6.607557        6.218302        0.645260        0.618779
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             9.336240       10.161278        0.720100        0.733135
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           988.479916     1013.934551       10.788327       10.910325
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           995.646109      989.138764       10.600639       10.577680
  TTWJetsToLNu                                        Bkg            42.914269       42.409742        0.453414        0.449483
  TTWJetsToQQ                                         Bkg            33.752073       35.739865        1.764466        1.861909
  TTZToLLNuNu                                         Bkg            33.163052       33.359447        0.341667        0.343120
  TTZToQQ                                             Bkg            48.070680       48.457273        0.223583        0.223560
  TTbar_AllHadronic                                   Bkg             0.919762        1.014295        0.271129        0.273614
  TTbar_SemiLeptonic                                  Bkg           579.305688      574.989861        5.591541        5.575544
  TTbar_Signal                                        Signal      58515.328087    58722.650864       51.788245       51.877317
  WJetsToLNu                                          Bkg           139.562831        0.000000      100.721037        0.000000
  WW                                                  Bkg            23.093913       21.930282        1.912810        1.873102
  WZ                                                  Bkg             5.056043        5.023645        0.785352        0.812524
  ZZ                                                  Bkg            10.554655       10.174579        1.681893        1.586798

# ===== O10 =====
# obs  N_plus_obs  N_minus_obs  N_mc  f_mc_p  f_mc_m  N_mc_p_unc  N_mc_m_unc  sel_eff  luminosity  init_asym
O10  56526.000000  56383.000000  7787.629949  0.479439  0.520561  108.821005  153.860915  0.067447  19520.000000  0.000230
# --- per-sample breakdown ---
# sample  type  N_plus  N_minus  N_plus_err  N_minus_err
  DYJetsToLL_M_10To50                                 Bkg           199.797610      340.553942       79.283745       90.216506
  DYJetsToLL_M_50                                     Bkg           752.256689      779.411362       72.689886       71.526771
  Data                                                Data        56526.000000    56383.000000      237.751972      237.451048
  ST_s-channel_4f_leptonDecays                        Bkg             3.601550        2.994124        0.504561        0.478454
  ST_t-channel_antitop_4f_InclusiveDecays             Bkg             7.236714        5.589145        0.660517        0.602467
  ST_t-channel_top_4f_InclusiveDecays                 Bkg             9.529910        9.967608        0.724011        0.729273
  ST_tW_antitop_5f_NoFullyHadronicDecays              Bkg           992.116123     1010.298344       10.806402       10.892422
  ST_tW_top_5f_NoFullyHadronicDecays                  Bkg           995.541315      989.243557       10.601528       10.576789
  TTWJetsToLNu                                        Bkg            42.935589       42.388422        0.451570        0.451337
  TTWJetsToQQ                                         Bkg            35.120776       34.371162        1.786096        1.841170
  TTZToLLNuNu                                         Bkg            33.182640       33.339859        0.342167        0.342621
