Luminosity: 35867.059983 

dimu_hO1_4DYJetsToLL_M_10To50_asym: -0.189501 
dimu_hO1_4DYJetsToLL_M_10To50_asym_err: 0.206594 
dimu_hO1_4DYJetsToLL_M_10To50_Nplus: 159.439623 
dimu_hO1_4DYJetsToLL_M_10To50_Nplus_err: 52.003182 
dimu_hO1_4DYJetsToLL_M_10To50_fplus: 0.405249 
dimu_hO1_4DYJetsToLL_M_10To50_Nminus: 233.996295 
dimu_hO1_4DYJetsToLL_M_10To50_Nminus_err: 65.056775 
dimu_hO1_4DYJetsToLL_M_10To50_fminus: 0.594751 
dimu_hO1_4DYJetsToLL_M_10To50_total: 393.435918 

dimu_hO1_4DYJetsToLL_M_50_asym: 0.045649 
dimu_hO1_4DYJetsToLL_M_50_asym_err: 0.035631 
dimu_hO1_4DYJetsToLL_M_50_Nplus: 626.582208 
dimu_hO1_4DYJetsToLL_M_50_Nplus_err: 30.991853 
dimu_hO1_4DYJetsToLL_M_50_fplus: 0.522825 
dimu_hO1_4DYJetsToLL_M_50_Nminus: 571.873615 
dimu_hO1_4DYJetsToLL_M_50_Nminus_err: 29.455121 
dimu_hO1_4DYJetsToLL_M_50_fminus: 0.477175 
dimu_hO1_4DYJetsToLL_M_50_total: 1198.455822 

dimu_hO1_4Data_asym: 0.005126 
dimu_hO1_4Data_asym_err: 0.004226 
dimu_hO1_4Data_Nplus: 28140.000000 
dimu_hO1_4Data_Nplus_err: 167.749814 
dimu_hO1_4Data_fplus: 0.502563 
dimu_hO1_4Data_Nminus: 27853.000000 
dimu_hO1_4Data_Nminus_err: 166.892181 
dimu_hO1_4Data_fminus: 0.497437 
dimu_hO1_4Data_total: 55993.000000 

dimu_hO1_4ST_tW_antitop_asym: -0.002762 
dimu_hO1_4ST_tW_antitop_asym_err: 0.014193 
dimu_hO1_4ST_tW_antitop_Nplus: 445.884785 
dimu_hO1_4ST_tW_antitop_Nplus_err: 8.966956 
dimu_hO1_4ST_tW_antitop_fplus: 0.498619 
dimu_hO1_4ST_tW_antitop_Nminus: 448.354576 
dimu_hO1_4ST_tW_antitop_Nminus_err: 8.981601 
dimu_hO1_4ST_tW_antitop_fminus: 0.501381 
dimu_hO1_4ST_tW_antitop_total: 894.239361 

dimu_hO1_4ST_tW_top_asym: 0.018576 
dimu_hO1_4ST_tW_top_asym_err: 0.014155 
dimu_hO1_4ST_tW_top_Nplus: 457.245360 
dimu_hO1_4ST_tW_top_Nplus_err: 9.081434 
dimu_hO1_4ST_tW_top_fplus: 0.509288 
dimu_hO1_4ST_tW_top_Nminus: 440.567870 
dimu_hO1_4ST_tW_top_Nminus_err: 8.893940 
dimu_hO1_4ST_tW_top_fminus: 0.490712 
dimu_hO1_4ST_tW_top_total: 897.813230 

dimu_hO1_4TTJets_Signal_asym: 0.002726 
dimu_hO1_4TTJets_Signal_asym_err: 0.002039 
dimu_hO1_4TTJets_Signal_Nplus: 22964.328772 
dimu_hO1_4TTJets_Signal_Nplus_err: 66.109535 
dimu_hO1_4TTJets_Signal_fplus: 0.501363 
dimu_hO1_4TTJets_Signal_Nminus: 22839.477671 
dimu_hO1_4TTJets_Signal_Nminus_err: 65.955060 
dimu_hO1_4TTJets_Signal_fminus: 0.498637 
